0,0,0.367023425587
0,1,0.465773648183
0,2,0.541155630353
0,3,0.500247895196
0,4,0.441562108701
0,5,0.375413894521
0,6,0.338103379107
0,7,0.331720007933
0,8,0.340901770299
0,9,0.339564496936
0,10,0.304880874499
1,0,0.397065080929
1,1,0.526120593384
1,2,0.601139569162
1,3,0.399842472568
1,4,0.263458842941
1,5,0.211352233296
1,6,0.181732316421
1,7,0.159686674986
1,8,0.138361297511
1,9,0.11643519602
1,10,0.0883936746462
2,0,0.48185607163
2,1,0.644149679339
2,2,0.696737430661
2,3,0.553428190789
2,4,0.241138072161
2,5,0.108740031463
2,6,0.068241056117
2,7,0.0217494784063
2,8,-0.0433859575243
2,9,-0.123653893746
2,10,-0.209647058509
3,0,0.537039731432
3,1,0.665324566273
3,2,0.673978474366
3,3,0.58875192249
3,4,0.356816886082
3,5,0.14938693306
3,6,0.0713746452332
3,7,-0.00469276725751
3,8,-0.129244109756
3,9,-0.257681479238
3,10,-0.283671335471
4,0,0.363572994399
4,1,0.54469031678
4,2,0.554307297364
4,3,0.472963918647
4,4,0.301180877301
4,5,0.156604177877
4,6,0.0948483934728
4,7,0.0235045305357
4,8,-0.13349083072
4,9,-0.265726051981
4,10,-0.303955110031
5,0,0.167359813766
5,1,0.397634637993
5,2,0.411845679244
5,3,0.313900538877
5,4,0.162796505359
5,5,0.0844751552977
5,6,0.0826062394234
5,7,0.0467098271408
5,8,-0.14317264714
5,9,-0.328094288917
5,10,-0.432655168961
6,0,0.0861592105197
6,1,0.315963187077
6,2,0.307646778276
6,3,0.177045942296
6,4,0.03261595896
6,5,-0.0114878937745
6,6,0.0384758076265
6,7,0.0262523957676
6,8,-0.215984160921
6,9,-0.466316833735
6,10,-0.635085004088
7,0,0.167125932717
7,1,0.377288827749
7,2,0.274721577955
7,3,0.111733447808
7,4,-0.0255849726626
7,5,-0.107601174897
7,6,-0.0651347094478
7,7,-0.0727919899304
7,8,-0.346151255215
7,9,-0.650345369037
7,10,-0.887735428656
8,0,0.443973272271
8,1,0.623024355598
8,2,0.363690197022
8,3,0.114525358297
8,4,-0.0295343788844
8,5,-0.196125103181
8,6,-0.222588300881
8,7,-0.240752652022
8,8,-0.521938441846
8,9,-0.884415940683
8,10,-1.19136452934
9,0,0.836420413427
9,1,0.944344470803
9,2,0.571499092965
9,3,0.0842029815904
9,4,-0.145043380842
9,5,-0.359460053647
9,6,-0.420795610952
9,7,-0.421852319754
9,8,-0.699038123314
9,9,-1.12619060061
9,10,-1.47221130338
10,0,1.13827664926
10,1,1.14378213286
10,2,0.726633870182
10,3,-0.126445989955
10,4,-0.487972568866
10,5,-0.636219136629
10,6,-0.65101194382
10,7,-0.567399152326
10,8,-0.70596550325
10,9,-1.218193288
10,10,-1.63596410865
