1191,9,9,3,-0.267409396286,-0.3365574925648972
162,1,3,8,0.412903777888,0.5976454486996179
174,1,4,9,-0.140411619786,-0.6370182965549582
881,7,3,1,0.343185870002,0.5990788897148975
1162,9,6,7,-0.138219299795,0.11928363888957025
1153,9,5,9,-0.250064145703,-0.2682631722116094
210,1,8,1,-0.918241510763,-0.8653236772834338
702,5,8,9,-0.101796671388,-0.3204643701705405
1194,9,9,6,0.0456497015556,-0.12431500774741522
1186,9,8,9,-0.157803080878,-0.018206743674464204
159,1,3,5,-0.469886927695,-0.4656595444009064
1107,9,1,7,-0.0421386130057,0.05919663062119811
585,4,9,2,-1.69367513502,-1.7844672164680977
457,3,8,6,-0.250068656346,-0.15389687937381571
531,4,4,3,-0.621613077113,-0.674256867376528
709,5,9,5,-0.371956180865,-0.7352033456599145
213,1,8,4,-0.508989017951,-0.3752082450212416
163,1,3,9,0.535578666229,0.4742643946934069
1075,8,9,8,-0.0731261263627,0.021851058729624465
830,6,9,5,-0.503422143745,-0.6218483138914219
981,8,1,2,0.858856571284,0.8429331901902508
1070,8,9,3,-0.593782643278,-0.45231560238824087
166,1,4,1,-0.889168405542,-1.2372906141863655
982,8,1,3,0.232159619874,0.34480521638101636
179,1,5,3,-0.790441753219,-0.8274283010614804
1134,9,4,1,0.165583936575,0.11738507383675101
502,4,1,7,0.149151087223,0.1029731198718857
1009,8,3,8,-0.389039852214,-0.5570524038138481
744,6,1,7,-0.246222762112,-0.27108617353041486
1112,9,2,1,0.648200699885,0.7185119539707107
375,3,1,1,-0.734335848102,-0.7145071218742929
135,1,1,3,-0.848617751488,-0.948150687282636
350,2,9,9,-0.747658249657,-0.68230099826446
259,2,1,6,0.115147573877,-0.18540639446080157
415,3,4,8,0.276757625798,0.5431724984570132
1102,9,1,2,0.91547588211,0.9059158180343536
1160,9,6,5,0.0538595699658,0.24850592425599538
793,6,6,1,0.085189520015,-0.3168829700118677
441,3,7,1,-0.454477124051,-0.45261211649251726
226,1,9,6,-0.475865643539,-0.4567528322213279
203,1,7,5,-0.405584679851,-0.1535802942776746
991,8,2,1,0.492203104334,0.8342851557802222
586,4,9,3,-1.31781840201,-1.3148147099019685
1120,9,2,9,-0.229600665382,-0.1972637283084742
161,1,3,7,0.143397439237,-0.12519754276524797
